point_code	assessment_date	type_observed	completed	type_cover_circle	type_cover_square	distance	sampling_unit_code
53_1	2018-09-27	2130_hd	TRUE	17% 2160 + 83% 2130_hd	100% 2130_hd	0	sl_02
530734_1	2016-06-27	6230_hn	TRUE	100% 6230_hn	100% 6230_hn	0.1	530734_6230_hn
5313810_1	2020-05-19	6510_hus	TRUE	100% 6510_hus	6510_hus	0.1	5313810_6510_hus
5330_1	2014-09-16	2310	TRUE	100% 2310	2310	0.1	5330_2310
53561_2	2015-05-08	91E0_vc	TRUE	50% 9130_end + 46% 91E0_va + 4% 91E0_vc	NA	46.7	53561_91E0_vc
54_1	2019-01-01	NA	NA	NA	NA	0	10288565_2130_hd
540341_1	2015-08-14	1330_hpr	TRUE	15% rbbah + 85% 1330_hpr	100% 1330_hpr	0.2	540341_1330_hpr
540658_2	2016-07-29	6230_hn	TRUE	80% 6230_hn + 20% gh	100% 6230_hn	30.1	540658_6230_hn
5408201_2	2018-06-07	6410_mo	TRUE	100% 6410_mo	100% 6410_mo	58.2	5408201_6410_mo
5422_1	2016-10-28	4010	TRUE	100% 4 : heide- en struikvegetaties	4030	0	5422_4010
54482_1	2014-09-22	4030	TRUE	100% 4030	4030	0.1	54482_4030
544902_1	2015-06-25	6230_ha	TRUE	98% 6230_ha + 2% gh	100% 6230_ha	0.4	544902_6230_ha
546002_1	2017-07-17	2310	TRUE	100% 2310	2310	0	546002_2310
5474582_1	2019-05-15	6510_hus	TRUE	100% 6510_hus + 100% gh	6510_hus	0	5474582_6510_hus
54994_1	2014-08-29	4030	TRUE	100% 4030	4030	0	54994_4030
55_1	2019-10-18	2120	TRUE	75% 2120 + 25% 2160	100% 2120	0	10291313_2120
55058_1	2014-09-11	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	55058_2330_bu
551218_1	2017-06-28	2310	TRUE	100% 2310	2310	0.1	551218_2310
552537_2	2018-05-17	91E0_vc	TRUE	100% 91E0_vc	NA	19.6	552537_91E0_vc
556006_2	2014-05-23	6510_hu	TRUE	100% 6510	6510_hu	2.8	556006_6510_hu
558006_1	2017-08-23	2330_bu	TRUE	76% 2330_bu + 24% onbekend	2330_bu	0.1	558006_2330_bu
5624882_2	2017-07-10	6410_ve	TRUE	50% 6510_hu + 50% 6410_ve	100% 6410_ve	29.9	5624882_6410_ve
5630310_2	2017-07-19	6410_mo	TRUE	80% 6410 + 20% gh	100% 6410	10	5630310_6410_mo
57_1	2019-10-23	2120	TRUE	94% 2120 + 6% 2160	100% 2120	0	sc_01
570886_1	2018-07-04	9130	TRUE	100% 9130	NA	0.1	570886_91E0_vc
576033_2	2016-06-24	6510_hu	TRUE	54% 6510_hu + 46% gh	6510_hu	2.9	576033_6510_hu
576302_2	2016-09-13	6230_hn	TRUE	70% 6230_hn + 30% gh	100% 6230_hn	73.5	576302_6230_hn
5783154_2	2016-07-12	6410_mo	TRUE	30% 6510_hu + 25% gh + 15% 6230_hnk + 30% 6410_mo	100% 6410_mo	32.6	5783154_6410_mo
579958_2	2016-09-28	2310	TRUE	100% 2310	2310	186.1	579958_2330_bu
58_2	2019-01-01	NA	NA	NA	NA	26.2	10314929_2130_hd
58_2	2019-01-01	NA	NA	NA	NA	26.2	10314929_2160
583030_1	2016-09-29	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	583030_2330_bu
583378_1	2016-08-18	6230_ha	TRUE	50% 6230_ha + 50% gh	100% 6230_ha	0.2	583378_6230_ha
58433_2	2016-09-05	6230_hn	TRUE	30% 6230_hn + 70% gh	100% 6230_hn	9.3	58433_6230_hn
589110_2	2014-06-12	6510_hu	TRUE	100% 6510_hu	6510_hu	2	589110_6510_hu
589698_2	2014-06-04	6510_huk	TRUE	59% 6510 + 41% onbekend	6510	4	589698_6510_huk
589698_3	2017-07-06	6230_hnk	TRUE	40% 6510_huk + 10% gh + 50% 6230_hnk	100% 6230_hnk	35.7	589698_6230_hnk
59090_1	2016-08-18	6230_ha	TRUE	10% 6230_ha + 90% gh	100% 6230_ha	0.2	59090_6230_ha
594870_1	2018-08-21	4030	TRUE	100% 4030	4030	0.1	594870_2330_bu
59858_1	2015-06-01	2310	TRUE	100% 2310	2310	0.1	59858_2310
6_1	2019-01-01	NA	NA	NA	NA	0	hb_03
6_2	2019-10-25	2120	TRUE	48% 2130 + 36% 2120 + 16% gh	100% 2120	0	1013937_2120
60_1	2019-10-17	2120	TRUE	100% 2120	100% 2120	0	10323381_2120
602846_1	2016-10-03	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	602846_2330_bu
605493_2	2014-06-06	6510_hu	TRUE	53% 6510_hu + 47% gh	6510_hu	2.7	605493_6510_hu
606390_1	2016-08-19	6230_hn	TRUE	50% gh + 50% 6230	100% 6230_hn	0	606390_6230_hn
60894_1	2016-11-21	4030	TRUE	100% 4030	4010	0	60894_4030
61_1	2019-10-23	2120	TRUE	39% 2120 + 61% 2160	100% 2120	0	10333745_2120
6102322_1	2017-06-08	6410_ve	TRUE	10% gh + 90% 6410_ve	100% 6410_ve	0.4	6102322_6410_ve
6152326_2	2015-05-28	6410_mo	TRUE	20% 91E0_meso + 5% 7140_meso + 75% 6410_mo	100% 6410_mo	2.4	6152326_6410_mo
6165778_1	2020-05-19	6510_hus	TRUE	100% 6510_hus	6510_hus	0.1	6165778_6510_hus
616665_2	2018-05-22	91E0_vc	TRUE	100% 91E0_vc	NA	1.6	616665_91E0_vc
6194105_2	2017-06-20	6410_mo	TRUE	36% 9160 + 64% 6410_mo	100% 6410_mo	30	6194105_6410_mo
619506_1	2016-08-25	6230_ha	TRUE	50% 6230_ha + 50% gh	100% 6230_ha	0	619506_6230_ha
6201542_1	2019-05-23	6510_hus	TRUE	100% 6510_hus	6510_hus	0.1	6201542_6510_hus
6213542_2	2018-06-25	6410_mo	TRUE	14% gh + 86% 6410_mo	100% 6410_mo	15.6	6213542_6410_mo
62141_1	2016-10-26	4010	TRUE	80% 4010 + 20% onbekend	4010	0	62141_4010
62174_1	2014-09-03	2310	TRUE	100% 2310	2310	0.2	62174_2310
6278_1	2015-05-07	9160	TRUE	100% 9160	NA	0.1	6278_9160
627922_2	2016-09-09	6230_hn	TRUE	50% 6230_ha + 50% 6230_hn	100% 6230_hn	32.8	627922_6230_hn
63_1	2019-10-15	2120	FALSE	94% 2120 + 6% 2160	100% 2120	0	10342193_2120
63270_2	2014-06-06	6510_hu	TRUE	58% 6510_hu + 42% gh	6510_hu	3.2	63270_6510_hu
635830_1	2018-08-17	2310	TRUE	100% 2310	2310	0	635830_2330_bu
636561_2	2016-06-09	6510_hus	TRUE	100% 6510_hus	6510_hus	4.3	636561_6510_hus
64_1	2018-07-16	2120	TRUE	100% 2120	100% 2120	0	10350385_2120
641238_1	2016-09-06	6230_ha	TRUE	100% 6230_ha	100% 6230_ha	0.1	641238_6230_ha
642585_2	2019-02-14	91E0_vc	TRUE	100% 91E0_vc	NA	13.1	642585_91E0_vc
6427922_1	2019-06-04	6510_hus	TRUE	100% 6510_hus	6510_hus	0.1	6427922_6510_hus
643970_2	2014-06-10	6510_hu	TRUE	100% 6510	6510	4.7	643970_6510_hu
643970_2	2014-06-10	6510_huk	TRUE	100% 6510	6510	4.7	643970_6510_huk
6448478_1	2018-05-24	6510_hus	TRUE	100% 6510_hus	6510_hus	0	6448478_6510_hus
648566_1	2016-09-29	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	648566_2330_bu
648914_1	2016-08-18	6230_ha	TRUE	50% 6230_ha + 50% gh	100% 6230_ha	0.1	648914_6230_ha
65_2	2019-01-01	NA	NA	NA	NA	18.9	10353973_2120
65_2	2019-01-01	NA	NA	NA	NA	18.9	10353973_2130_hd
6509618_1	2018-06-14	6410_ve	TRUE	100% 6410	100% 6410	0.1	6509618_6410_ve
6523158_2	2019-05-16	6510_hu	TRUE	100% 6510_hu	6510_hus	40.1	6523158_6510_hus
65234_1	2014-09-02	4010	TRUE	100% 4010	4010	0.1	65234_4010
6528306_1	2018-06-12	6410_mo	TRUE	100% 6410_mo	100% 6410_mo	0.1	6528306_6410_mo
6529158_2	2018-06-26	6410_ve	TRUE	84% 6410 + 16% gh	100% 6410_ve	75.5	6529158_6410_ve
654598_2	2016-08-25	6230_ha	TRUE	15% rbbsp + 50% 6230_ha + 35% gh	100% 6230_ha	137.8	654598_6230_ha
6549737_2	2018-06-18	6410_ve	TRUE	24% gh + 76% 6410_ve	100% 6410_ve	10	6549737_6410_ve
65522_1	2014-08-20	4010	TRUE	100% 4010	4010	0	65522_4010
656246_2	2016-10-05	2330_bu	TRUE	100% 2330_bu	2330_bu	112.6	656246_2330_bu
659382_1	2017-07-20	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	659382_2330_bu
659794_2	2014-05-20	6510_hu	TRUE	55% 6510_hu + 55% 6510_hu + 14% gh + 14% gh + 31% onbekend + 31% onbekend	6510_hu	4.5	659794_6510_hu
66006_1	2014-09-26	2310	TRUE	100% 2310	2310	0	66006_2310
66270_1	2016-10-25	4010	TRUE	100% 4010	4010	0	66270_4010
6645958_1	2019-07-08	6410_mo	TRUE	30% gh + 70% 6410_mo	100% 6410_mo	0.2	6645958_6410_mo
6690066_1	2019-06-05	6510_hus	TRUE	100% 6510_hus	6510_hua	0	6690066_6510_hus
67_2	2019-01-01	NA	NA	NA	NA	10.6	10381105_2130_had
676914_2	2014-05-28	6510_hu	TRUE	100% 6510_hu	6510_hu	3.5	676914_6510_hu
6770678_1	2018-06-06	6230_hmo	TRUE	NA% 91E0_meso + 80% 6230_hmo + NA% gh	100% 6230_hmo	0.3	6770678_6230_hmo
677174_2	2014-06-12	6510_hu	TRUE	100% 6510_hu	6510_hu	2.1	677174_6510_hu
6792238_1	2018-06-06	6230_hn	TRUE	NA% rbbms + 61% 6230_hn + NA% 3130 + NA% gh + NA% 9120	100% 6230_hn	0.1	6792238_6410_ve
68_2	2019-10-31	2120	TRUE	47% 2130 + 25% 2120 + 28% 2160	100% 2120	40	wn_02
684982_1	2018-08-09	2310	TRUE	100% 2310	2310	0.1	684982_2330_bu
69_1	2018-09-27	2120	TRUE	100% 2120	100% 2120	0	10398513_2120
6923026_2	2019-07-03	6410_ve	TRUE	15% gh + 85% 6410_ve	100% 6410_ve	30.1	6923026_6410_ve
6948370_1	2017-07-03	6410_mo	TRUE	100% 6410_mo	100% 6410_mo	0.1	6948370_6410_mo
695297_2	2015-08-19	1330_hpr	TRUE	30% rbbah + 30% 1330_hpr + 40% rbbmr	100% 1330_hpr	11.6	695297_1330_hpr
696182_1	2016-09-20	7140_meso	TRUE	30% 91E0_meso + 70% 7140_meso	100% 7140_meso	0.3	696182_7140_meso
70_1	2019-10-23	2120	TRUE	100% 2120	100% 2120	0	10399281_2120
702674_1	2015-09-18	7140_oli	TRUE	71% 7140_oli + 29% rbbmr	100% 7140_oli	0.2	702674_7140_oli
7033906_1	2019-06-19	6410_mo	TRUE	100% 6410_mo	100% 6410_mo	0.2	7033906_6410_mo
7062294_1	2019-05-15	6510_hus	TRUE	100% 6510_hus	6510_hus	0	7062294_6510_hus
7072966_1	2017-05-29	6410_mo	TRUE	50% gh + 50% 6410_mo	100% 6410_mo	0.3	7072966_6410_mo
714198_1	2016-10-14	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	714198_2330_bu
714230_1	2016-09-28	2330_bu	TRUE	100% 2330_bu	2330_bu	0	714230_2330_bu
7145_1	2015-04-28	9160	TRUE	100% 9160	NA	0.1	7145_9160
7148818_1	2018-06-12	6510_hus	TRUE	100% 6510_hus	6510_hus	0	7148818_6510_hus
717750_1	2017-07-31	7140_oli	TRUE	100% 7140_oli	100% 7140_oli	0.3	717750_7140_oli
71902_1	2016-10-07	4010	TRUE	100% 4010	4010	0.1	71902_4010
72_1	2018-08-24	2170	TRUE	26% 2130 + 28% 2160 + 46% 2170	100% 2170	0	ty_19
7203174_1	2017-07-19	6410_mo	TRUE	100% 6410_mo	100% 6410_mo	0	7203174_6410_mo
720369_2	2014-06-11	6510_hua	TRUE	100% 6510_hua	6510_hua	4	720369_6510_hua
721906_1	2016-07-29	6230_ha	TRUE	40% 6230_ha + 30% gh + 30% 9120	100% 6230_ha	0.1	721906_6230_ha
72690_1	2014-08-20	4030	TRUE	100% 4030	4030	0.1	72690_4030
73_1	2019-10-16	2120	TRUE	100% 2120	100% 2120	0	10419637_2120
734_1	2016-11-18	4010	TRUE	100% 4010	4010	0.1	734_4010
736949_2	2015-08-12	1330_hpr	TRUE	10% rbbah + 15% rbbzil + 65% 1330_hpr + 10% rbbmr	100% 1330_hpr	10.1	736949_1330_hpr
738230_1	2017-08-29	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	738230_2330_bu
7394534_1	2018-06-19	6410_mo	TRUE	50% 6510_hu + 50% 6410_mo	50% 6510_hu + 50% 6410_mo	0.1	7394534_6410_mo
74_2	2019-11-04	2120	TRUE	97% 2120 + 3% 2190	100% 2120	103.2	10458289_2120
742450_2	2016-06-16	6410_mo	TRUE	100% 6410_mo	100% 6410_mo	45.1	742450_6410_mo
742610_1	2017-07-17	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	742610_2330_bu
743982_1	2016-09-19	6230_hmo	TRUE	100% 6230_hmo	100% 6230_hmo	0.1	743982_6230_hmo
745170_1	2016-08-18	6230_ha	TRUE	50% 6230_ha + 50% gh	100% 6230_ha	0.1	745170_6230_ha
75_2	2019-10-17	2120	TRUE	39% 2130 + 43% 2120 + 18% gh	100% 2120	31.3	10462645_2120
750198_1	2018-07-20	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	750198_2330_bu
750518_1	2017-08-30	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	750518_2330_bu
753630_2	2016-09-19	6230_hmo	TRUE	10% 6230_hn + 90% 6230_hmo	100% 6230_hmo	31.4	753630_6230_hmo
75474_1	2014-09-01	4030	TRUE	100% 4030	4030	0.1	75474_4030
76_1	2018-01-01	NA	NA	NA	NA	0	10481457_2130_hd
76_1	2018-01-01	NA	NA	NA	NA	0	10481457_2170
76242_1	2014-09-09	4010	TRUE	80% 4010 + 20% gh	4010	0.1	76242_4010
76754_1	2014-09-10	2310	TRUE	100% 2310	2310	0	76754_2310
77278_1	2016-11-30	4010	TRUE	100% 4010	4010	0	77278_4010
7738642_2	2019-06-05	6510_hus	TRUE	100% 6510_hus	6510_hus	90	7738642_6510_hus
77394_1	2014-08-22	4030	TRUE	100% 4030	4030	NA	77394_4030
7759198_2	2018-05-25	6510_hus	TRUE	100% 6510_hus	6510_hus	90	7759198_6510_hus
7785_1	2015-05-18	9190	TRUE	100% 9190	NA	0.1	7785_9190
78_2	2019-01-01	NA	NA	NA	NA	29.6	10517813_2120
78_2	2019-01-01	NA	NA	NA	NA	29.6	10517813_2130_hd
78_2	2019-01-01	NA	NA	NA	NA	29.6	10517813_2160
781906_2	2016-08-03	6230_hn	TRUE	30% 6230_ha + 70% 6230_hn	100% 6230_hn	1.1	781906_6230_hn
78294_2	2016-06-03	6510_hu	TRUE	100% 6510_hu	6510_hu	1.8	78294_6510_hu
7839026_1	2019-07-02	6410_ve	TRUE	10% gh + 90% 6410_ve	100% 6410_ve	0	7839026_6410_ve
783954_1	2017-06-30	6230_ha	TRUE	28% 6230_ha + 72% gh	100% 6230_ha	0	783954_6230_ha
7874902_1	2019-07-09	6410_ve	TRUE	25% gh + 75% 6410_ve	100% 6410_ve	0.1	7874902_6410_ve
7929558_1	2019-08-26	6410_ve	TRUE	5% gh + 95% 6410_ve	100% 6410_ve	0.2	7929558_6410_ve
7941057_1	2019-01-01	NA	NA	NA	NA	0	7941057_6410_ve
798133_1	2015-08-11	1330_hpr	TRUE	100% 1330_hpr	100% 1330_hpr	0.1	798133_1330_hpr
79986_2	2014-06-03	6510_hu	TRUE	69% 6510_hu + 31% gh	6510_hu	3.8	79986_6510_hu
8_2	2019-01-01	NA	NA	NA	NA	9.2	1015221_2120
801793_2	2015-08-19	1330_hpr	TRUE	5% rbbkam + 85% 1330_hpr + 10% rbbmr	100% 1330_hpr	29.7	801793_1330_hpr
803766_1	2017-08-25	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	803766_2330_bu
805942_1	2019-05-23	6230_ha	TRUE	100% 6230_ha	100% 6230_ha	0.1	805942_6230_ha
808146_1	2017-07-17	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	808146_2330_bu
808722_1	2018-07-19	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	808722_2330_bu
81_1	2019-01-01	NA	NA	NA	NA	0	10547637_2120
8121_2	2015-04-29	91E0_vc	TRUE	100% 91E0_vc	NA	26.3	8121_91E0_vc
8121542_1	2017-05-29	6410_mo	TRUE	10% gh + 90% 6410_mo	100% 6410_mo	0.9	8121542_6410_mo
81374_1	2016-10-27	4010	TRUE	100% 4010	4010	0.1	81374_4010
8158406_2	2017-05-29	6410_mo	TRUE	40% gh + 60% 6410_mo	100% 6410_mo	19.8	8158406_6410_mo
816054_1	2018-08-24	2310	TRUE	100% 2310	2310	0	816054_2330_bu
81985_1	2018-06-12	6230_hmo	TRUE	47% 4010 + 53% 6230_hmo	100% 6230_hmo	0.3	81985_6230_hmo
82_1	2018-09-27	2120	FALSE	100% 2120	100% 2120	0	10578737_2120
821462_1	2016-10-21	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	821462_2330_bu
8217_1	2017-05-02	9130_end	TRUE	100% 9130_end	NA	0.2	8217_9130_end
8220722_2	2018-06-20	6410_mo	TRUE	11% gh + 89% 6410_mo	100% 6410_mo	1.6	8220722_6410_mo
82222_1	2016-10-21	4030	TRUE	92% 4030 + 8% gh	4030	0.1	82222_4030
823129_1	2017-07-10	6230_hmo	TRUE	74% 6230_hmo + 26% gh	100% 6230_hmo	0.3	823129_6230_hmo
82654_1	2016-11-25	4010	TRUE	100% 4010	4010	0.1	82654_4010
83_1	2019-10-18	2120	TRUE	100% 2120	100% 2120	0	10606705_2120
832386_2	2014-06-04	6510_huk	FALSE	100% 6510_huk	6510_huk	5	832386_6510_huk
8363961_2	2018-06-01	6410_mo	TRUE	100% 6410_mo	100% 6410_mo	13.5	8363961_6410_mo
84_1	2019-01-01	NA	NA	NA	NA	0	10642869_2120
84_1	2019-01-01	NA	NA	NA	NA	0	10642869_2130_hd
842030_1	2016-06-27	6230_hn	TRUE	100% 6230_hn	100% 6230_hn	0.2	842030_6230_hn
845457_1	2016-06-09	6510_hua	TRUE	100% 6510_hua	6510_hua	NA	845457_6510_hua
84946_1	2015-06-01	2310	TRUE	100% 2310	2310	0	84946_2310
8525074_1	2019-06-04	6510_hu	TRUE	100% 6510_hu	6510_hu	0	8525074_6510_hus
85529_1	2015-05-26	91E0_vo	TRUE	68% 91E0_vo + 32% geen habitat 	NA	0.1	85529_91E0_vo
856054_1	2016-09-14	7140_meso	TRUE	47% 3150 + 20% gh + 33% 7140_meso	100% 7140_meso	0.7	856054_7140_meso
857281_1	2016-06-07	6510_hu	FALSE	65% 6510_hu + 35% gh	6510_hu	0.1	857281_6510_hu
857298_2	2016-09-09	6230_hn	TRUE	70% 6230_hn + 30% 4030	100% 6230_hn	31.3	857298_6230_hn
85890_2	2015-05-21	91E0_vc	TRUE	21% 9160 + 72% 91E0_vc + 5% geen habitat  + 2% geen habitat 	NA	11.5	85890_91E0_vc
86_1	2019-11-04	2120	TRUE	100% 2120	100% 2120	0	10654897_2120
863169_2	2016-06-08	6510_hu	TRUE	36% 6510_hu + 64% onbekend	6510_hu	50	863169_6510_hu
863862_2	2015-06-29	7140_meso	TRUE	100% 7140_meso	100% 7140_meso	43.1	863862_7140_meso
8669462_1	2018-06-11	6510_hus	TRUE	100% 6510_hus	6510_hus	0	8669462_6510_hus
87_1	2018-08-23	2120	TRUE	24% 2130 + 76% 2120	100% 2120	0	10665777_2120
8705254_1	2018-06-19	6410_mo	TRUE	50% 6510_hu + 50% 6410_mo	50% 6510_hu + 50% 6410_mo	0.2	8705254_6410_mo
87250_1	2017-07-17	4010	TRUE	100% 4010	4010	0	87250_4010
87250_2	2016-09-09	6230_hn	TRUE	30% 6230_hn + 70% 2310	100% 6230_hn	44.3	87250_6230_hn
877942_2	2016-09-30	2330_bu	TRUE	100% 2330	2330_bu	98.8	877942_2330_bu
8786_1	2014-09-12	4030	TRUE	100% 4030	4030	0	8786_4030
88_2	2019-01-01	NA	NA	NA	NA	4.6	10672241_2120
88_2	2019-01-01	NA	NA	NA	NA	4.6	10672241_2130_hd
880094_2	2016-10-07	7140_oli	TRUE	83% 7140_oli + 17% gh	100% 7140_oli	20.2	880094_7140_oli
881590_1	2018-08-13	2330_bu	TRUE	100% 2330	2330	0	881590_2330_bu
88274_1	2015-06-02	9190	TRUE	67% 9190 + 33% geen habitat 	NA	0.1	88274_91E0_vo
884022_2	2018-05-29	6510_hu	TRUE	100% 6510_hu	6510_hu	40.1	884022_6510_hu
884342_1	2016-10-05	2330_bu	TRUE	100% 2330_bu	2330_bu	0.3	884342_2330_bu
8893_1	2014-09-03	2310	TRUE	100% 2310	2310	0.1	8893_2310
89810_1	2016-08-18	6230_ha	TRUE	50% 6230_ha + 50% gh	100% 6230_ha	0.2	89810_6230_ha
9_2	2019-11-04	2120	TRUE	31% 2130 + 60% 2120 + 9% 2160	100% 2120	112.7	1021105_2120
90_1	2019-01-01	NA	NA	NA	NA	0	10778801_2130_hd
90_1	2019-01-01	NA	NA	NA	NA	0	10778801_2170
905190_1	2018-06-06	6510_hu	TRUE	100% 6510_hu	6510_hu	0.1	905190_6510_hu
905382_1	2015-06-11	6410_mo	TRUE	40% gh + 60% 6410_mo	100% 6410_mo	0	905382_6410_mo
90846_1	2014-08-19	2310	TRUE	100% 2310	2310	0.8	90846_2310
9087041_1	2015-07-10	6410_ve	TRUE	10% 3130_aom + 90% 6410_ve	100% 6410_ve	0	9087041_6410_ve
908981_1	2016-09-15	1330_hpr	TRUE	40% rbbkam + 60% 1330_hpr	100% 1330_hpr	0.6	908981_1330_hpr
91122_1	2017-07-03	4030	TRUE	57% 4030 + 32% 9 : bossen + 10% gh	4030	0.1	91122_4030
9131058_1	2018-06-13	6410_mo	TRUE	20% 6410 + 60% 6510_hu + 20% gh	100% 6410_mo	0	9131058_6410_mo
91410_1	2016-09-27	4030	TRUE	100% 4030	4030	0.2	91410_4030
91510_1	2015-09-09	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	91510_2330_bu
91614_1	2018-09-14	4010	TRUE	100% 4010	4010	0.1	91614_4010
9189270_1	2018-06-04	6410_mo	TRUE	29% rbbhc + 71% 6410_mo	100% 6410_mo	0.1	9189270_6410_mo
92126_1	2018-08-17	4030	TRUE	100% 4030	4030	0	92126_4030
923209_1	2018-06-13	6510_hu	TRUE	100% 6510_hu	6510_hu	0	923209_6510_hu
923346_2	2016-09-13	7140_meso	TRUE	100% 7140_meso	100% 7140_meso	29.9	923346_7140_meso
92382_1	2016-10-07	4030	TRUE	9% 3 : zoetwaterhabitats + 91% 4030	4030	0.1	92382_4030
9245970_2	2020-05-27	6510_hus	TRUE	100% 6510_hus	6510_hus	90	9245970_6510_hus
9262_1	2016-09-23	9120	TRUE	100% 9120	NA	0.4	9262_9190
93_1	2019-10-22	2130_had	TRUE	100% 2130_had	100% 2130_had	0	sb_02
93138_1	2014-09-09	2310	TRUE	100% 2310	2310	0	93138_2310
934838_1	2017-08-23	2330_bu	TRUE	100% 2330_bu	2330_bu	0.1	934838_2330_bu
937014_2	2019-05-23	6230_hn	TRUE	100% 6230_hn	100% 6230_hn	12.5	937014_6230_hn
937682_1	2017-07-28	2330_bu	TRUE	100% 2330_bu	4030	0.1	937682_2330_bu
938262_1	2018-06-08	6510_hu	TRUE	100% 6510_hu	6510_hu	0	938262_6510_hu
943826_1	2016-09-28	7140_oli	TRUE	86% 7140_oli + 14% 4030	100% 7140_oli	0.3	943826_7140_oli
947126_1	2018-08-14	4030	TRUE	100% 4030	4030	0	947126_2330_bu
94942_1	2014-08-21	4010	TRUE	100% 4010	4010	0.1	94942_4010
95_1	2018-07-23	2170	TRUE	29% 2130_hd + 71% 2170	30% 2130_hd + 70% 2170	0	ty_13
9508114_1	2020-05-26	6510_hus	TRUE	100% 6510_hus	6510_hus	0	9508114_6510_hus
95158_1	2014-09-09	2310	TRUE	72% 2310 + 28% gh	2310	0.1	95158_2310
95218_1	2017-04-27	4030	TRUE	100% 4030	4030	0.1	95218_4030
95710_1	2016-12-01	4010	TRUE	98% 4010 + 2% onbekend	4010	0.1	95710_4010
959958_1	2016-09-20	7140_oli	TRUE	100% 7140_oli	100% 7140_oli	0	959958_7140_oli
96217_2	2015-05-13	91E0_vc	TRUE	95% 9130_end + 5% 91E0_vc	NA	8.8	96217_91E0_vc
963294_1	2016-09-19	2330_bu	TRUE	100% 2330_bu	2330_bu	0	963294_2330_bu
9655346_1	2018-06-12	6410_mo	TRUE	16% gh + 84% 6410_mo	100% 6410_mo	0.3	9655346_6410_mo
968217_1	2016-06-01	6510_hua	TRUE	100% 6510_hua	6510_hua	NA	968217_6510_hua
96978_1	2014-09-01	2310	TRUE	100% 2310	2310	0	96978_2310
97_1	2018-01-01	NA	NA	NA	NA	0	11824945_2170
976246_2	2016-09-28	2310	TRUE	100% 2310	2310	48.8	976246_2330_bu
979286_2	2016-08-24	6230_hmo	TRUE	100% 6230_hmo	100% 6230_hmo	8.4	979286_6230_hmo
98_1	2018-07-23	2190_mp	TRUE	2% 2130 + 5% 2170 + 93% 2190_mp	100% 2190_mp	0	ty_11
98_2	2018-01-01	NA	NA	NA	NA	0	11923249_2170
98002_1	2014-09-11	2310	TRUE	100% 2310	2310	0	98002_2310
980625_2	2016-06-09	6510_hua	TRUE	100% 6510_hua	6510_hus	4.1	980625_6510_hua
983990_1	2017-08-17	6230_hn	TRUE	100% 6230_hn	100% 6230_hn	0.2	983990_6230_hn
9938_1	2014-09-01	4030	TRUE	100% 4030	4030	0	9938_4030
99521_2	2014-06-03	6510_hu	TRUE	56% 6510_hu + 44% gh	6510_hu	2.2	99521_6510_hu
996278_1	2015-08-18	7140_meso	TRUE	100% 7140_meso	100% 7140_meso	0	996278_7140_meso
996353_2	2015-08-24	1330_hpr	TRUE	20% rbbah + 40% rbbkam + 10% rbbzil + 30% 1330_hpr	100% 1330_hpr	30	996353_1330_hpr
998709_1	2020-05-29	6510_hus	TRUE	100% 6510_hus	6510_hu	0.2	998709_6510_hus
